contractor_name,permit_number,address,permit_type,value,issue_date,city,owner_name
Unknown Contractor,2025-149780 PP,"12611 ANDROMEDA CV, Austin, TX",Plumbing Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-151771 EP,"8705 DECKER LAKE RD BLDG 1, Austin, TX",Electrical Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-150960 PP,"1100 E HOWARD LN BLDG 6 UNIT 600, Austin, TX",Plumbing Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-149486 BP,"2301 E ST ELMO RD BLDG 2 UNIT 200, Austin, TX",Building Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-151477 BP,"4207 WOODWAY DR, Austin, TX",Building Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-151543 PP,"9807 N FM 620 RD BLDG 16, Austin, TX",Plumbing Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-151529 PP,"12110 CANTABRIA RD, Austin, TX",Plumbing Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-147427 EP,"4214 KACHINA DR, Austin, TX",Electrical Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-094570 PP,"7202 DEE ST, Austin, TX",Plumbing Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-146633 PP,"901 S MOPAC EXPY SVRD NB BLDG 5 UNIT 300, Austin, TX",Plumbing Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-151502 BP,"4102 AVENUE A, Austin, TX",Building Permit,1,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-140755 BP,"2808 SAN PEDRO ST, Austin, TX",Building Permit,1,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-149866 MP,"4002 GREYSTONE DR, Austin, TX",Mechanical Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2024-073727 PP,"1504 WEST LYNN ST, Austin, TX",Plumbing Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-137006 EP,"2603 THOMAS DR, Austin, TX",Electrical Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-134561 BP,"9205 THE RAVINE WAY, Austin, TX",Building Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2023-131239 DS,"11507 SIERRA NEVADA, Austin, TX",Driveway / Sidewalks,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-148208 BP,"4824 E CESAR CHAVEZ ST, Austin, TX",Building Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-150492 EP,"5705 BLAZEWOOD DR, Austin, TX",Electrical Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-150229 EP,"7801 NORTHWEST DR BLDG 1, Austin, TX",Electrical Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-150525 BP,"2914 DOVER PL, Austin, TX",Building Permit,1,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-100090 EP,"7300 HART LN, Austin, TX",Electrical Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-149890 EP,"7103 WHEELER BRANCH TRL, Austin, TX",Electrical Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-061445 MP,"2201 AIRPORT BLVD UNIT 130, Austin, TX",Mechanical Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-149860 MP,"9102 WESTERKIRK DR, Austin, TX",Mechanical Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-150948 BP,"4517 AVENUE H, Austin, TX",Building Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-150494 BP,"3801 ISLAND WAY, Austin, TX",Building Permit,600000,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-150278 EP,"4807 PLACID PL, Austin, TX",Electrical Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2023-082189 PP,"8169 CEBERRY DR, Austin, TX",Plumbing Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-149047 EP,"9421 GLADSOME PATH, Austin, TX",Electrical Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-150651 BP,"3107 BESSIE AVE, Austin, TX",Building Permit,1,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-151134 BP,"5311 PEACEDALE LN, Austin, TX",Building Permit,1,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-149165 EP,"3405 CAMBRIDGE CT UNIT B, Austin, TX",Electrical Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-146853 PP,"14128 EDNA MAXINE WALK, Austin, TX",Plumbing Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-148290 DS,"8700 SHOAL CREEK BLVD, Austin, TX",Driveway / Sidewalks,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-149042 EP,"9713 PETRICHOR BLVD, Austin, TX",Electrical Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-130426 EP,"7005 COLBERG CT, Austin, TX",Electrical Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-150148 BP,"1804 ULLRICH AVE, Austin, TX",Building Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-150049 MP,"5306 GLADSTONE DR, Austin, TX",Mechanical Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-150234 EP,"7801 NORTHWEST DR BLDG 1, Austin, TX",Electrical Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-133103 BP,"8321 SHALLOT WAY, Austin, TX",Building Permit,1,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2024-128976 MP,"311 E 5TH ST, Austin, TX",Mechanical Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-151034 BP,"1813 E 38TH HALF ST BLDG 1 UNIT 1B, Austin, TX",Building Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-152040 BP,"5705 AVENUE D, Austin, TX",Building Permit,1,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-151041 BP,"1800 STONE RIDGE CIR, Austin, TX",Building Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-151476 BP,"4207 WOODWAY DR, Austin, TX",Building Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-150224 EP,"1801 ALAMEDA DR UNIT 2, Austin, TX",Electrical Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-151556 PP,"9807 N FM 620 RD BLDG 18, Austin, TX",Plumbing Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-150003 BP,"2005 EXPOSITION BLVD, Austin, TX",Building Permit,1,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-120557 PP,"3851 AIRPORT BLVD UNIT 101, Austin, TX",Plumbing Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-148312 BP,"3213 WALNUT AVE UNIT A, Austin, TX",Building Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-151566 PP,"9807 N FM 620 RD BLDG 24, Austin, TX",Plumbing Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-149473 EP,"5828 GENTLE BREEZE TER, Austin, TX",Electrical Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2024-044186 BP,"2013 HOLLAND AVE, Austin, TX",Building Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-151563 BP,"15621 PRESTANCIA DR, Austin, TX",Building Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-150149 BP,"1804 ULLRICH AVE, Austin, TX",Building Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-047763 PP,"406 OERTLI LN, Austin, TX",Plumbing Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-149707 PP,"7006 GUADALUPE ST, Austin, TX",Plumbing Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-149458 EP,"8010 LITTLE DEER XING, Austin, TX",Electrical Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-151210 BP,"7300 AVA LN, Austin, TX",Building Permit,1,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-148346 BP,"3832 SENDERO DR, Austin, TX",Building Permit,1,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-150955 BP,"4601 PARKDALE PL, Austin, TX",Building Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-151033 BP,"1813 E 38TH HALF ST BLDG 1 UNIT 1A, Austin, TX",Building Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-150338 BP,"813 W OLTORF ST, Austin, TX",Building Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-121180 EP,"2330 S LAMAR BLVD UNIT 107, Austin, TX",Electrical Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-151540 PP,"9807 N FM 620 RD BLDG 15, Austin, TX",Plumbing Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-151535 PP,"9807 N FM 620 RD BLDG 13, Austin, TX",Plumbing Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-151768 BP,"2619 W 45TH ST, Austin, TX",Building Permit,1,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-042217 EP,"309 FRANKLIN BLVD BLDG 1, Austin, TX",Electrical Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-150328 BP,"907 W 5TH ST UNIT 103, Austin, TX",Building Permit,,2025-11-26,Austin,Unknown Owner
Unknown Contractor,2025-148226 PP,"3613 BLUESTEIN DR, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-121226 PP,"4827 E CESAR CHAVEZ ST, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-149795 PP,"8021 PONCHO PASS UNIT 1, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-149802 PP,"8021 PONCHO PASS UNIT 4, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-130408 EP,"801 OAKLAND AVE, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-149008 EP,"11500 DOMENICO CV, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-143420 EP,"5341 INDUSTRIAL OAKS BLVD UNIT 2, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-146777 BP,"2111 PARAMOUNT AVE, Austin, TX",Building Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-147397 PP,"2301 E RIVERSIDE DR BLDG A, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-132348 PP,"210 W MOCKINGBIRD LN BLDG 1, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-149678 PP,"4306 WILDRIDGE CIR, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-149776 BP,"4007 EDGEROCK DR, Austin, TX",Building Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-149404 PP,"6406 NASCO DR, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-151297 BP,"4014 WALNUT CLAY DR, Austin, TX",Building Permit,1,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-149071 BP,"4308 DUVAL ST, Austin, TX",Building Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-151161 BP,"2643 YANDALL DR, Austin, TX",Building Permit,1,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-135963 EP,"50 BELLA TOSCANA AVE BLDG 1, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-150240 PP,"5800 SWEDISH FARMS TER, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-142216 EP,"2001 FARO DR BLDG 34, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-095656 EP,"98 RED RIVER ST, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-147837 BP,"14205 CANYON TRL, Austin, TX",Building Permit,1,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-150079 BP,"6903 DEATONHILL DR, Austin, TX",Building Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-151088 EP,"8701 MENCHACA RD BLDG 1, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-149407 PP,"2324 SANTA ROSA ST, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-131270 PP,"12733 TESLA RD, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-150124 BP,"7800 GINKGO CV, Austin, TX",Building Permit,1,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-020318 EP,"7000 SHUMARD CIR, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-070259 PP,"8812 MARMOSET WAY, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-150058 PP,"8113 BOGGY RIDGE DR, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-151505 BP,"500 CANYON RIDGE DR BLDG L UNIT 275, Austin, TX",Building Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-150235 PP,"5812 SWEDISH FARMS TER, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-124704 EP,"4905 CANYONWOOD DR, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-047763 MP,"406 OERTLI LN, Austin, TX",Mechanical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-135482 EP,"50 BELLA TOSCANA AVE BLDG CLUB, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-150022 PP,"14221 MATTEROD DR, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-150288 BP,"3232 E CESAR CHAVEZ ST UNIT 2300, Austin, TX",Building Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-062996 PP,"8500 ENDALE ARCH DR, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-024938 MP,"4200 FARHILLS DR, Austin, TX",Mechanical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-148619 PP,"3202 LAFAYETTE AVE, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-072121 PP,"8810 MARMOSET WAY, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-140993 EP,"321 1/2 THOMPSON LN, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-146327 EP,"6011 CARY DR, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-150017 PP,"5816 SWEDISH FARMS TER, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-130614 EP,"8010 PETRONAS PASS, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-147408 EP,"11812 1/2 CAMERON RD, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-139853 BP,"6406 N IH 35 SVRD SB UNIT 2200, Austin, TX",Building Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-144685 PP,"5708 FAIRLANE DR, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-150243 PP,"6009 SWEDISH FARMS TER, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-135883 EP,"50 BELLA TOSCANA AVE BLDG 5, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-148973 BP,"7300 TANBARK CV, Austin, TX",Building Permit,1,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-151209 EP,"4907 WEST FRANCES PL, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-149777 BP,"4007 EDGEROCK DR, Austin, TX",Building Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-148196 PP,"5303 DOWNS DR, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-127857 PP,"7112 ED BLUESTEIN BLVD SVRD SB UNIT 175, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-149572 MP,"1108 REAGAN TER, Austin, TX",Mechanical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-150287 BP,"3232 E CESAR CHAVEZ ST UNIT 2260, Austin, TX",Building Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-125199 PP,"504 LONE OAK DR, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-104180 EP,"4405 SINCLAIR AVE, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-140453 MP,"1141 RICHARDINE AVE, Austin, TX",Mechanical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-150289 BP,"3232 E CESAR CHAVEZ ST UNIT 2340, Austin, TX",Building Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-103086 PP,"4109 FARHILLS DR, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-148728 BP,"7006 GUADALUPE ST, Austin, TX",Building Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-149255 PP,"3007 KESTREL DR, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-149509 PP,"8508 MESA DR BLDG B, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-148717 PP,"4706 SHOALWOOD AVE, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-150239 PP,"6004 SWEDISH FARMS TER, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-151394 BP,"1100 S 5TH ST, Austin, TX",Building Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-071632 PP,"8808 MARMOSET WAY, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-146633 EP,"901 S MOPAC EXPY SVRD NB BLDG 5 UNIT 300, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-151431 EP,"12008 LADRIDO LN, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-150248 BP,"1716 BARTONCLIFF DR, Austin, TX",Building Permit,300000,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-151137 BP,"2103 WYCHWOOD DR, Austin, TX",Building Permit,1,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-116118 MP,"9000 THE RAVINE WAY, Austin, TX",Mechanical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-151377 BP,"6012 LONDON DR, Austin, TX",Building Permit,1,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-148411 MP,"6701 RUSTLING OAKS TRL, Austin, TX",Mechanical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-135946 EP,"50 BELLA TOSCANA AVE BLDG 3, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-149382 PP,"303 PARK LN, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-149797 PP,"8021 PONCHO PASS UNIT 2, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-149800 PP,"8021 PONCHO PASS UNIT 3, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-150020 PP,"14317 MATTEROD DR, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-151172 BP,"11204 GORHAM GLEN CT, Austin, TX",Building Permit,1,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-135857 EP,"50 BELLA TOSCANA AVE BLDG 4, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-089880 PP,"9400 OXBOW STRAP DR, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-150014 PP,"6012 ALFRED ACRES DR, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-053081 MP,"1916 S 3RD ST, Austin, TX",Mechanical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-053082 MP,"1914 S 3RD ST, Austin, TX",Mechanical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-149033 EP,"11001 LAUREL CREEK DR, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-149261 PP,"2706 TOWY RD, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-150401 PP,"8200 NEELY DR UNIT 201, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-102997 PP,"2002 GREENWOOD AVE, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-073632 PP,"9404 OXBOW STRAP DR, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-151197 BP,"4801 TRAVIS COUNTRY CIR, Austin, TX",Building Permit,1,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-150284 BP,"3232 E CESAR CHAVEZ ST UNIT 2220, Austin, TX",Building Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-147785 PP,"10416 FOXGLOVE CT, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-150674 BP,"2803 SAN JACINTO BLVD, Austin, TX",Building Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-148657 MP,"5817 SPEYSIDE DR, Austin, TX",Mechanical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-149243 PP,"1608 SYLVAN GLADE, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-150857 BP,"7308 RAIN CREEK PKWY, Austin, TX",Building Permit,1,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-150056 EP,"5506 DELWOOD DR, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-150285 BP,"3232 E CESAR CHAVEZ ST UNIT 2240, Austin, TX",Building Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-080249 PP,"405 KREBS LN, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-079213 EP,"3410 GREENWAY, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-148161 BP,"1325 DEXFORD DR, Austin, TX",Building Permit,4500,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-070386 PP,"8814 MARMOSET WAY, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-146327 BP,"6011 CARY DR, Austin, TX",Building Permit,1,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-150290 BP,"3232 E CESAR CHAVEZ ST UNIT 2360, Austin, TX",Building Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-149698 PP,"2618 MARIA ANNA RD, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-139489 EP,"3901 BALCONES DR, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-151532 BP,"7507 DAUGHERTY ST, Austin, TX",Building Permit,1,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-149446 MP,"9550 SAVANNAH RIDGE DR BLDG 37, Austin, TX",Mechanical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-148524 PP,"3506 TOM MILLER ST BLDG 1, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-150070 BP,"507 E WONSLEY DR, Austin, TX",Building Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-149881 BP,"601 E 7TH ST, Austin, TX",Building Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-102403 EP,"3617 AXEL LN, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-073165 EP,"1206 PARKWAY, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-132350 PP,"210 W MOCKINGBIRD LN BLDG 3, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-145820 EP,"603 E 46TH ST UNIT A, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-037544 EP,"1505 W BRAKER LN BLDG A, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-149297 EP,"6309 SHADOW MOUNTAIN DR, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-137287 EP,"1913 1/2 WEBBERVILLE RD, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-147800 EP,"3203 CLAWSON RD, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-150795 BP,"4315 S 1ST ST, Austin, TX",Building Permit,1,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-135431 MP,"5204 MARTIN AVE BLDG B, Austin, TX",Mechanical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-149323 EP,"4905 CANYONWOOD DR, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-134548 BP,"1511 HARDOUIN AVE, Austin, TX",Building Permit,1,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-149020 EP,"13712 LAZYRIDGE DR, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-147252 EP,"9111 CIRCUIT OF THE AMERICAS BLVD, Austin, TX",Electrical Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-148161 PP,"1325 DEXFORD DR, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-151529 BP,"12110 CANTABRIA RD, Austin, TX",Building Permit,,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-150527 BP,"1806 WILDROSE DR, Austin, TX",Building Permit,1,2025-11-25,Austin,Unknown Owner
Unknown Contractor,2025-146687 PP,"10901 N LAMAR BLVD BLDG C UNIT 309, Austin, TX",Plumbing Permit,,2025-11-25,Austin,Unknown Owner
